"value","value href","value 2","value href 2","value 3","value 4","value 5","value 6","value 7","greyText","value 8","value 9","value 10","value 11","staticStar","value 12","value href 3","value 13","value href 4","value 14","greyText 4","greyText 5","value 15","value 16","date_read_value","darkGreyText","value href 5","value src"
"The Hunger Games","https://www.goodreads.com/book/show/2767052-the-hunger-games","Collins, Suzanne","https://www.goodreads.com/author/show/153394.Suzanne_Collins","","0439023483","9780439023481","0439023483","374","pp","4.36","10,287,296","Sep 14, 2008","Oct 14, 2008","","0","https://www.goodreads.com/review/show/6291028308","0","https://www.goodreads.com/rating/voters/6291028308?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2017","(The Hunger Games, #1)","https://www.goodreads.com/book/show/2767052-the-hunger-games","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SX50_.jpg"
"Mockingjay","https://www.goodreads.com/book/show/7260188-mockingjay","Collins, Suzanne","https://www.goodreads.com/author/show/153394.Suzanne_Collins","","0439023513","9780439023511","0439023513","392","pp","4.13","3,877,986","Aug 24, 2010","Aug 24, 2010","","0","https://www.goodreads.com/review/show/6291028047","0","https://www.goodreads.com/rating/voters/6291028047?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2017","(The Hunger Games, #3)","https://www.goodreads.com/book/show/7260188-mockingjay","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188._SY75_.jpg"
"The Midnight Star","https://www.goodreads.com/book/show/28588345-the-midnight-star","Lu, Marie","https://www.goodreads.com/author/show/4342215.Marie_Lu","*","0399167854","9780399167850","0399167854","316","pp","4.09","49,338","Oct 11, 2016","Oct 11, 2016","","0","https://www.goodreads.com/review/show/6291027705","0","https://www.goodreads.com/rating/voters/6291027705?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2017","(The Young Elites, #3)","https://www.goodreads.com/book/show/28588345-the-midnight-star","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461260409l/28588345._SX50_.jpg"
"Marcelo in the Real World","https://www.goodreads.com/book/show/3700085-marcelo-in-the-real-world","Stork, Francisco X.","https://www.goodreads.com/author/show/1379540.Francisco_X_Stork","*","0545054745","9780545054744","0545054745","312","pp","3.93","19,892","Mar 01, 2008","Mar 01, 2009","","0","https://www.goodreads.com/review/show/6291027112","0","https://www.goodreads.com/rating/voters/6291027112?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/3700085-marcelo-in-the-real-world","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328838330l/3700085._SY75_.jpg"
"Love Letters to the Dead","https://www.goodreads.com/book/show/18140047-love-letters-to-the-dead","Dellaira, Ava","https://www.goodreads.com/author/show/7154109.Ava_Dellaira","*","0374346674","9780374346676","0374346674","336","pp","3.78","93,909","Apr 01, 2014","Apr 01, 2014","","0","https://www.goodreads.com/review/show/6291026347","0","https://www.goodreads.com/rating/voters/6291026347?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/18140047-love-letters-to-the-dead","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497096111l/18140047._SY75_.jpg"
"Lirael","https://www.goodreads.com/book/show/47624.Lirael","Nix, Garth","https://www.goodreads.com/author/show/8347.Garth_Nix","*","0060590165","9780060590161","0060590165","464","pp","4.29","125,534","Apr 21, 2001","Dec 30, 2015","","0","https://www.goodreads.com/review/show/6291025909","0","https://www.goodreads.com/rating/voters/6291025909?resource_type=Review","1","not set","","Feb 24, 2024","Paperback","Dec 27, 2018","(Abhorsen, #2)","https://www.goodreads.com/book/show/47624.Lirael","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266458951l/47624._SY75_.jpg"
"Liar","https://www.goodreads.com/book/show/6380296-liar","Larbalestier, Justine","https://www.goodreads.com/author/show/30033.Justine_Larbalestier","","1599903059","9781599903057","1599903059","376","pp","3.28","8,921","Oct 01, 2009","Oct 01, 2009","","0","https://www.goodreads.com/review/show/6291025483","0","https://www.goodreads.com/rating/voters/6291025483?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/6380296-liar","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438237138l/6380296._SY75_.jpg"
"Let the Wind Rise","https://www.goodreads.com/book/show/17893078-let-the-wind-rise","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","1481446568","9781481446563","B00Z7C1AGO","320","pp","4.22","4,802","Apr 26, 2016","Apr 26, 2016","","0","https://www.goodreads.com/review/show/6291024838","0","https://www.goodreads.com/rating/voters/6291024838?resource_type=Review","1","not set","","Feb 24, 2024","Kindle Edition","Dec 27, 2019","(Sky Fall, #3)","https://www.goodreads.com/book/show/17893078-let-the-wind-rise","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433515281l/17893078._SY75_.jpg"
"Let the Storm Break","https://www.goodreads.com/book/show/13645358-let-the-storm-break","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","","","B00DA9KG9I","400","pp","4.13","7,886","Mar 04, 2014","Mar 04, 2014","","0","https://www.goodreads.com/review/show/6291024619","0","https://www.goodreads.com/rating/voters/6291024619?resource_type=Review","1","not set","","Feb 24, 2024","Kindle Edition","Dec 27, 2019","(Sky Fall, #2)","https://www.goodreads.com/book/show/13645358-let-the-storm-break","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378684464l/13645358._SY75_.jpg"
"Let the Sky Fall","https://www.goodreads.com/book/show/13445306-let-the-sky-fall","Messenger, Shannon","https://www.goodreads.com/author/show/5265998.Shannon_Messenger","*","144245041X","9781442450417","144245041X","404","pp","3.95","16,821","Mar 05, 2013","Mar 05, 2013","","0","https://www.goodreads.com/review/show/6291024240","0","https://www.goodreads.com/rating/voters/6291024240?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2019","(Sky Fall, #1)","https://www.goodreads.com/book/show/13445306-let-the-sky-fall","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338374861l/13445306._SY75_.jpg"
"Just Listen","https://www.goodreads.com/book/show/51738.Just_Listen","Dessen, Sarah","https://www.goodreads.com/author/show/2987.Sarah_Dessen","*","0670061050","9780670061051","0670061050","371","pp","4.05","251,506","Apr 06, 2006","Apr 06, 2006","","0","https://www.goodreads.com/review/show/6291023870","0","https://www.goodreads.com/rating/voters/6291023870?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/51738.Just_Listen","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741l/51738._SY75_.jpg"
"Illuminae","https://www.goodreads.com/book/show/23395680-illuminae","Kaufman, Amie","https://www.goodreads.com/author/show/5360335.Amie_Kaufman","*","0553499114","9780553499117","0553499114","608","pp","4.23","164,650","Oct 20, 2015","Oct 20, 2015","","0","https://www.goodreads.com/review/show/6291022873","0","https://www.goodreads.com/rating/voters/6291022873?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2019","(The Illuminae Files, #1)","https://www.goodreads.com/book/show/23395680-illuminae","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443433956l/23395680._SY75_.jpg"
"If I Stay","https://www.goodreads.com/book/show/4374400-if-i-stay","Forman, Gayle","https://www.goodreads.com/author/show/295178.Gayle_Forman","*","0525421033","9780525421030","0525421033","208","pp","3.91","980,575","Apr 02, 2009","Apr 02, 2009","","0","https://www.goodreads.com/review/show/6291022233","0","https://www.goodreads.com/rating/voters/6291022233?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(If I Stay, #1)","https://www.goodreads.com/book/show/4374400-if-i-stay","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973l/4374400._SY75_.jpg"
"I Was Here","https://www.goodreads.com/book/show/18879761-i-was-here","Forman, Gayle","https://www.goodreads.com/author/show/295178.Gayle_Forman","*","0451471474","9780451471475","0451471474","270","pp","3.73","69,144","Jan 27, 2015","Jan 27, 2015","","0","https://www.goodreads.com/review/show/6291021854","0","https://www.goodreads.com/rating/voters/6291021854?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/18879761-i-was-here","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405960366l/18879761._SX50_.jpg"
"Heartless","https://www.goodreads.com/book/show/18584855-heartless","Meyer, Marissa","https://www.goodreads.com/author/show/4684322.Marissa_Meyer","*","1250044650","9781250044655","1250044650","453","pp","4.08","282,484","Nov 08, 2016","Nov 08, 2016","","0","https://www.goodreads.com/review/show/6291021480","0","https://www.goodreads.com/rating/voters/6291021480?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2020","","https://www.goodreads.com/book/show/18584855-heartless","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477740245l/18584855._SY75_.jpg"
"Graduation Day","https://www.goodreads.com/book/show/18222699-graduation-day","Charbonneau, Joelle","https://www.goodreads.com/author/show/4027380.Joelle_Charbonneau","","0547959214","9780547959214","0547959214","304","pp","3.81","39,414","Jun 17, 2014","Jun 17, 2014","","0","https://www.goodreads.com/review/show/6291020624","0","https://www.goodreads.com/rating/voters/6291020624?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(The Testing, #3)","https://www.goodreads.com/book/show/18222699-graduation-day","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384363227l/18222699._SX50_.jpg"
"Glow","https://www.goodreads.com/book/show/10174795-glow","Ryan, Amy Kathleen","https://www.goodreads.com/author/show/504627.Amy_Kathleen_Ryan","*","0312590563","9780312590567","0312590563","307","pp","3.54","13,777","Sep 13, 2011","Sep 13, 2011","","0","https://www.goodreads.com/review/show/6291020127","0","https://www.goodreads.com/rating/voters/6291020127?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(Sky Chasers, #1)","https://www.goodreads.com/book/show/10174795-glow","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312847982l/10174795._SX50_.jpg"
"The Ghosts of Heaven","https://www.goodreads.com/book/show/21469108-the-ghosts-of-heaven","Sedgwick, Marcus","https://www.goodreads.com/author/show/110234.Marcus_Sedgwick","","1626721254","9781626721258","1626721254","360","pp","3.72","3,819","Jan 06, 2015","Jan 06, 2015","","0","https://www.goodreads.com/review/show/6291019477","0","https://www.goodreads.com/rating/voters/6291019477?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/21469108-the-ghosts-of-heaven","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409674391l/21469108._SY75_.jpg"
"Flame in the Mist","https://www.goodreads.com/book/show/23308087-flame-in-the-mist","Ahdieh, Renee","https://www.goodreads.com/author/show/4600197.Ren_e_Ahdieh","*","0399171630","9780399171635","0399171630","402","pp","3.85","48,861","May 16, 2017","May 16, 2017","","0","https://www.goodreads.com/review/show/6291017087","0","https://www.goodreads.com/rating/voters/6291017087?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(Flame in the Mist, #1)","https://www.goodreads.com/book/show/23308087-flame-in-the-mist","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476724612l/23308087._SY75_.jpg"
"Every Other Day","https://www.goodreads.com/book/show/11750412-every-other-day","Barnes, Jennifer Lynn","https://www.goodreads.com/author/show/164187.Jennifer_Lynn_Barnes","*","","","B004ZZP5SS","336","pp","3.89","7,000","Dec 01, 2011","Dec 27, 2011","","0","https://www.goodreads.com/review/show/6291016495","0","https://www.goodreads.com/rating/voters/6291016495?resource_type=Review","1","not set","","Feb 24, 2024","Kindle Edition","Dec 27, 2017","","https://www.goodreads.com/book/show/11750412-every-other-day","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349024061l/11750412._SY75_.jpg"
"Entwined","https://www.goodreads.com/book/show/8428195-entwined","Dixon Wallwork, Heather","https://www.goodreads.com/author/show/386042.Heather_Dixon_Wallwork","","0062001035","9780062001030","0062001035","472","pp","3.87","38,414","Mar 29, 2011","Mar 29, 2011","","0","https://www.goodreads.com/review/show/6291015378","0","https://www.goodreads.com/rating/voters/6291015378?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2016","","https://www.goodreads.com/book/show/8428195-entwined","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656631570l/8428195._SY75_.jpg"
"Elusion","https://www.goodreads.com/book/show/12369550-elusion","Gabel, Claudia","https://www.goodreads.com/author/show/330967.Claudia_Gabel","","006212241X","9780062122414","006212241X","382","pp","3.56","3,406","Mar 18, 2014","Mar 18, 2014","","0","https://www.goodreads.com/review/show/6291014546","0","https://www.goodreads.com/rating/voters/6291014546?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2017","(Elusion, #1)","https://www.goodreads.com/book/show/12369550-elusion","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371737898l/12369550._SY75_.jpg"
"Eleanor & Park","https://www.goodreads.com/book/show/15745753-eleanor-park","Rowell, Rainbow","https://www.goodreads.com/author/show/4208569.Rainbow_Rowell","*","1250012570","9781250012579","1250012570","328","pp","3.92","1,282,678","Apr 12, 2012","Feb 26, 2013","","0","https://www.goodreads.com/review/show/6291014120","0","https://www.goodreads.com/rating/voters/6291014120?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/15745753-eleanor-park","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742l/15745753._SX50_.jpg"
"Dark Metropolis","https://www.goodreads.com/book/show/12483970-dark-metropolis","Dolamore, Jaclyn","https://www.goodreads.com/author/show/3009541.Jaclyn_Dolamore","*","142316332X","9781423163329","142316332X","292","pp","3.42","1,241","Jun 17, 2014","Jun 17, 2014","","0","https://www.goodreads.com/review/show/6291013702","0","https://www.goodreads.com/rating/voters/6291013702?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(Dark Metropolis, #1)","https://www.goodreads.com/book/show/12483970-dark-metropolis","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389561263l/12483970._SY75_.jpg"
"Crewel","https://www.goodreads.com/book/show/11556960-crewel","Albin, Gennifer","https://www.goodreads.com/author/show/4906436.Gennifer_Albin","*","0374316414","9780374316419","0374316414","368","pp","3.71","19,131","Oct 16, 2012","Oct 16, 2012","","0","https://www.goodreads.com/review/show/6291013042","0","https://www.goodreads.com/rating/voters/6291013042?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","(Crewel World, #1)","https://www.goodreads.com/book/show/11556960-crewel","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561763949l/11556960._SX50_.jpg"
"Complicit","https://www.goodreads.com/book/show/18404113-complicit","Kuehn, Stephanie","https://www.goodreads.com/author/show/5762535.Stephanie_Kuehn","*","1250044596","9781250044594","1250044596","256","pp","3.65","2,856","Jun 24, 2014","Jun 24, 2014","","0","https://www.goodreads.com/review/show/6291011837","0","https://www.goodreads.com/rating/voters/6291011837?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/18404113-complicit","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352823l/18404113._SY75_.jpg"
"Cinder","https://www.goodreads.com/book/show/36381037-cinder","Meyer, Marissa","https://www.goodreads.com/author/show/4684322.Marissa_Meyer","*","","","B007BDS5G0","400","pp","4.12","1,036,302","Jan 03, 2012","2012","","0","https://www.goodreads.com/review/show/6291011174","0","https://www.goodreads.com/rating/voters/6291011174?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2019","(The Lunar Chronicles, #1)","https://www.goodreads.com/book/show/36381037-cinder","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507557775l/36381037._SY75_.jpg"
"Children of Blood and Bone","https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone","Adeyemi, Tomi","https://www.goodreads.com/author/show/16642745.Tomi_Adeyemi","*","1250170974","9781250170972","1250170974","544","pp","4.10","259,738","Mar 06, 2018","Mar 06, 2018","","0","https://www.goodreads.com/review/show/6291010847","0","https://www.goodreads.com/rating/voters/6291010847?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2019","(Legacy of Orïsha, #1)","https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516127989l/34728667._SX50_.jpg"
"Bone Gap","https://www.goodreads.com/book/show/18806240-bone-gap","Ruby, Laura","https://www.goodreads.com/author/show/73699.Laura_Ruby","","0062317636","9780062317636","B00KVI77JI","373","pp","3.80","30,799","Mar 03, 2015","Mar 03, 2015","","0","https://www.goodreads.com/review/show/6291010342","0","https://www.goodreads.com/rating/voters/6291010342?resource_type=Review","1","not set","","Feb 24, 2024","Kindle Edition","Dec 27, 2019","","https://www.goodreads.com/book/show/18806240-bone-gap","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402928507l/18806240._SY75_.jpg"
"Atlantia","https://www.goodreads.com/book/show/17731926-atlantia","Condie, Ally","https://www.goodreads.com/author/show/1304470.Ally_Condie","*","0698135601","9780698135604","B00JPR5JMS","368","pp","3.42","17,058","Oct 28, 2014","Oct 28, 2014","","0","https://www.goodreads.com/review/show/6291009804","0","https://www.goodreads.com/rating/voters/6291009804?resource_type=Review","1","not set","","Feb 24, 2024","Kindle Edition","Dec 27, 2018","","https://www.goodreads.com/book/show/17731926-atlantia","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398784253l/17731926._SY75_.jpg"
"Assassin's Heart","https://www.goodreads.com/book/show/21421609-assassin-s-heart","Ahiers, Sarah","https://www.goodreads.com/author/show/8039839.Sarah_Ahiers","*","0062363786","9780062363787","0062363786","420","pp","3.66","5,970","Feb 02, 2016","Feb 02, 2016","","0","https://www.goodreads.com/review/show/6291009417","0","https://www.goodreads.com/rating/voters/6291009417?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2019","(Assassin's Heart, #1)","https://www.goodreads.com/book/show/21421609-assassin-s-heart","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435075595l/21421609._SY75_.jpg"
"Anya's Ghost","https://www.goodreads.com/book/show/9615347-anya-s-ghost","Brosgol, Vera","https://www.goodreads.com/author/show/568999.Vera_Brosgol","*","1596437138","9781596437135","1596437138","224","pp","3.90","95,593","Jun 07, 2011","Jun 07, 2011","","0","https://www.goodreads.com/review/show/6291008905","0","https://www.goodreads.com/rating/voters/6291008905?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 26, 2017","","https://www.goodreads.com/book/show/9615347-anya-s-ghost","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316739317l/9615347._SX50_.jpg"
"Allegedly","https://www.goodreads.com/book/show/30037870-allegedly","Jackson, Tiffany D.","https://www.goodreads.com/author/show/15119254.Tiffany_D_Jackson","*","0062422642","9780062422644","0062422642","390","pp","4.01","92,021","Jan 24, 2017","Jan 24, 2017","","0","https://www.goodreads.com/review/show/6291008362","0","https://www.goodreads.com/rating/voters/6291008362?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/30037870-allegedly","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476974718l/30037870._SY75_.jpg"
"After","https://www.goodreads.com/book/show/6338619-after","Efaw, Amy","https://www.goodreads.com/author/show/318661.Amy_Efaw","*","0670011835","9780670011834","0670011835","350","pp","3.73","20,053","Aug 11, 2009","Aug 11, 2009","","0","https://www.goodreads.com/review/show/6291007960","0","https://www.goodreads.com/rating/voters/6291007960?resource_type=Review","1","not set","","Feb 24, 2024","Hardcover","Dec 27, 2018","","https://www.goodreads.com/book/show/6338619-after","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441407253l/6338619._SY75_.jpg"
